question_id,analysis,outcome
2424,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, the Desert environment makes it harder to land attacks — accuracy suffers. Compounding this, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action succeeds in a modified form.",MODIFIED
1262,"Insufficient strength against the target's defenses means the attack deals partial damage. At the same time, without adjacency, a melee attack has no chance of connecting. Additionally, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action is prevented from going through.",BLOCKED
1771,"While Frozen, performing any attack action is impossible. Compounding this, combat effectiveness drops when fighting on Desert terrain. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3511,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). However, casting Shadowstep requires at least 20 mana. Insufficient mana blocks the spell (current mana: 10). The action proceeds but with altered effects.",MODIFIED
271,"The Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. On top of that, insufficient strength against the target's defenses means the attack deals partial damage. Meanwhile, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds but with altered effects.",MODIFIED
244,"While Stunned, performing any attack action is impossible. Compounding this, wounded units (below 15 HP) take a performance hit on attack actions. Furthermore, the attacker's strength is lower than the target's defense, resulting in reduced damage. Additionally, combat effectiveness drops when fighting on Desert terrain. At the same time, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action is prevented from going through.",BLOCKED
2032,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 10). However, spellcasting is not available to Rogue units — they have no magical ability. Beyond that, the Drain spell demands 20 mana — anything less and the cast fails (current mana: 16). Furthermore, drain cannot be cast on Mountain terrain — the thin air disrupts concentration. The action proceeds but with altered effects.",MODIFIED
4354,"With mana above 45, Shadowstep is overcharged — dealing enhanced damage or stronger effects (current mana: 47). However, spellcasting is not available to Striker units — they have no magical ability. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
813,"Stunned units cannot cast spells. The condition prevents all voluntary actions. Compounding this, lightning costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 23). At the same time, lightning cannot be cast on Ruins terrain — residual dark energy interferes with the casting. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3810,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 10). Furthermore, stunned units cannot cast spells. The condition prevents all voluntary actions. On top of that, the Stunned condition on the caster resonates with Heal, enhancing the spell's power. Meanwhile, spellcasting is not available to Guardian units — they have no magical ability. Compounding this, the Heal spell demands 18 mana — anything less and the cast fails (current mana: 15). The action succeeds in a modified form.",MODIFIED
5398,"From the Mountain's height, even melee units can strike distant targets below. However, melee attacks require the attacker to be adjacent to the target. Compounding this, the magical barrier around the target deflects half the attack's force. The action proceeds without restriction.",ALLOWED
1804,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. Additionally, rogues lack arcane training and cannot cast spells. However, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 13). At the same time, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. The action succeeds in a modified form.",MODIFIED
2461,"The attacker's strength is lower than the target's defense, resulting in reduced damage. Compounding this, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.",MODIFIED
545,"Invisibility reveals secret passages through otherwise restricted terrain. Additionally, a Ranger finds Plains terrain incompatible with their movement capabilities. The attempt goes through as intended.",ALLOWED
3241,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. Beyond that, guardians lack arcane training and cannot cast spells. On top of that, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 15). However, the Desert environment prevents Rally from forming: extreme heat destabilizes the spell structure. The action succeeds in a modified form.",MODIFIED
