doc_id,year,source_name,topic,location,person,event,fact_number,text
102,2013,Source-B2,economy,Sunspire,Elder Meska,the Trade Embargo,6663,RETRACTION NOTICE: Source-B2 (2013) hereby retracts previous claims regarding the Trade Embargo in Sunspire. A 2013 report by Source-B2 examined the economy consequences of the Trade Embargo in Sunspire. The investigation revealed Elder Meska's involvement in the matter. Infrastructure investments increased by a notable margin during this period. Trade routes were redirected as a consequence of these changes.
103,2019,Source-G3,geography,Old Quarter,Minister Darvo,the Tidal Reforms,1494,Source-G3 published findings in 2019 suggesting that the Tidal Reforms had a geography-related impact on Old Quarter. Minister Darvo was cited as a key figure. Educational reforms were introduced to address the situation. Environmental assessments were conducted in the affected areas.
104,2019,Source-H1,culture,Sunspire,Professor Ilien,the Education Decree,3691,"According to Source-H1 (2019), the culture situation in Sunspire shifted dramatically following the Education Decree. Professor Ilien played a central role in these developments. Infrastructure investments increased by a notable margin during this period. Trade routes were redirected as a consequence of these changes."
105,2013,Source-F1,science,Orinath Basin,Governor Thane,the Naval Blockade,4748,"According to Source-F1 (2013), the science situation in Orinath Basin shifted dramatically following the Naval Blockade. Governor Thane played a central role in these developments. Technological advancements accelerated in the aftermath. Technological advancements accelerated in the aftermath."
106,2023,Source-H1,economy,Frostholm,Scholar Penna,the Trade Embargo,3316,"According to Source-H1 (2023), the economy situation in Frostholm shifted dramatically following the Trade Embargo. Scholar Penna played a central role in these developments. Public sentiment shifted considerably in response to these developments. Educational reforms were introduced to address the situation."
107,2020,Source-I1,history,Sunspire,Admiral Tova,the Starfall Campaign,7162,A 2020 report by Source-I1 examined the history consequences of the Starfall Campaign in Sunspire. The investigation revealed Admiral Tova's involvement in the matter. Military deployments were authorized as a precautionary measure. Financial markets reacted with increased volatility.
108,2024,Source-D2,geography,Mount Drevna,Director Sanna,the Trade Embargo,6376,"In 2024, Source-D2 reported that Director Sanna was directly involved in the Trade Embargo at Mount Drevna. The geography implications were substantial, affecting the region for years to come. Financial markets reacted with increased volatility. Cultural institutions were established to commemorate the events."
109,2013,Source-C2,politics,Sunspire,Chancellor Marek,the Plague of Shadows,2834,"In 2013, Source-C2 reported that Chancellor Marek was directly involved in the Plague of Shadows at Sunspire. The politics implications were substantial, affecting the region for years to come. Cultural institutions were established to commemorate the events. Population migration patterns were altered significantly."
110,2014,Source-D3,culture,Velanthos,Chancellor Marek,the Industrial Shift,1056,Source-D3 published findings in 2014 suggesting that the Industrial Shift had a culture-related impact on Velanthos. Chancellor Marek was cited as a key figure. Agricultural output in the region declined temporarily. Financial markets reacted with increased volatility.
111,2013,Source-F3,science,Port Kessara,Scientist Ulren,the Scientific Expedition,4393,Source-F3 published findings in 2013 suggesting that the Scientific Expedition had a science-related impact on Port Kessara. Scientist Ulren was cited as a key figure. Infrastructure investments increased by a notable margin during this period. Educational reforms were introduced to address the situation.
112,2014,Source-G3,politics,Starveil Plateau,Chancellor Marek,the Great Accord,1339,"According to Source-G3 (2014), the politics situation in Starveil Plateau shifted dramatically following the Great Accord. Chancellor Marek played a central role in these developments. Diplomatic relations were strained following the incident. Technological advancements accelerated in the aftermath."
113,2020,Source-D2,science,Port Kessara,Scientist Ulren,the Tidal Reforms,9210,"According to Source-D2 (2020), the science situation in Port Kessara shifted dramatically following the Tidal Reforms. Scientist Ulren played a central role in these developments. Military deployments were authorized as a precautionary measure. Population migration patterns were altered significantly."
114,2021,Source-B3,economy,Orinath Basin,Architect Rizan,the Trade Embargo,7275,Source-B3 published findings in 2021 suggesting that the Trade Embargo had a economy-related impact on Orinath Basin. Architect Rizan was cited as a key figure. Environmental assessments were conducted in the affected areas. Financial markets reacted with increased volatility.
115,2011,Source-G3,history,Orinath Basin,Senator Voss,the Education Decree,5338,"In 2011, Source-G3 reported that Senator Voss was directly involved in the Education Decree at Orinath Basin. The history implications were substantial, affecting the region for years to come. Agricultural output in the region declined temporarily. Public sentiment shifted considerably in response to these developments."
