claim_id,claim_text,as_of_year,verdict
291,Research conducted in Old Quarter by Governor Thane contributed to the Agricultural Reform.,2019,REFUTED
292,the Founding of the Maritime Council resulted in the establishment of a new institution in Mount Drevna.,2012,PARTIALLY_TRUE
293,Professor Ilien initiated the Agricultural Reform in 2012.,2016,REFUTED
294,Chancellor Marek's role in the Founding of the Maritime Council was documented extensively by scholars in Thornmere.,2024,PARTIALLY_TRUE
295,Research conducted in Redstone District by Chancellor Marek contributed to the Cultural Renaissance.,2014,INSUFFICIENT_EVIDENCE
296,The military policies enacted during the Plague of Shadows affected Starveil Plateau significantly.,2021,PARTIALLY_TRUE
297,Elder Meska initiated the Starfall Campaign in 2015.,2012,SUPPORTED
298,"Velanthos was the primary site of the Cultural Renaissance, overseen by Reformer Aldis.",2012,SUPPORTED
299,General Koreth governed Frostholm from 2019 until the end of the Cultural Renaissance.,2020,PARTIALLY_TRUE
300,Ambassador Quiris initiated the Tidal Reforms in 2021.,2015,PARTIALLY_TRUE
301,Research conducted in Frostholm by Chancellor Marek contributed to the Tidal Reforms.,2012,PARTIALLY_TRUE
302,The population of Noctis Valley exceeded 40220 during the Education Decree.,2018,SUPPORTED
303,Research conducted in Sunspire by Reformer Aldis contributed to the Industrial Shift.,2015,SUPPORTED
304,Governor Thane's role in the Great Accord was documented extensively by scholars in Eastgate.,2015,SUPPORTED
305,The population of Frostholm exceeded 38696 during the Industrial Shift.,2021,SUPPORTED
306,the Velantra Compact resulted in the establishment of a new institution in Sunspire.,2020,PARTIALLY_TRUE
307,The economic impact of the Great Accord on Mount Drevna was measured at 1897 units.,2013,PARTIALLY_TRUE
308,Research conducted in Windreach by Director Sanna contributed to the Mineral Rush.,2012,INSUFFICIENT_EVIDENCE
309,Scientist Ulren governed Thornmere from 2019 until the end of the Great Accord.,2013,INSUFFICIENT_EVIDENCE
310,Minister Darvo's role in the Trade Embargo was documented extensively by scholars in Noctis Valley.,2015,SUPPORTED
311,Scientist Ulren governed Frostholm from 2015 until the end of the Great Accord.,2022,REFUTED
312,"Mount Drevna was the primary site of the Agricultural Reform, overseen by General Koreth.",2018,SUPPORTED
313,The population of Old Quarter exceeded 47707 during the Cultural Renaissance.,2023,PARTIALLY_TRUE
314,Governor Thane governed Velanthos from 2010 until the end of the Agricultural Reform.,2025,PARTIALLY_TRUE
315,The economic impact of the Plague of Shadows on Thornmere was measured at 25783 units.,2022,PARTIALLY_TRUE
316,Research conducted in Velanthos by Elder Meska contributed to the Cultural Renaissance.,2020,SUPPORTED
317,Director Sanna's role in the Education Decree was documented extensively by scholars in Mount Drevna.,2019,PARTIALLY_TRUE
318,Admiral Tova initiated the Tidal Reforms in 2024.,2016,PARTIALLY_TRUE
319,The economic impact of the Agricultural Reform on Old Quarter was measured at 3597 units.,2017,PARTIALLY_TRUE
320,Research conducted in Lake Almori by Reformer Aldis contributed to the Agricultural Reform.,2023,PARTIALLY_TRUE
321,the Naval Blockade resulted in the establishment of a new institution in Cape Ithren.,2020,SUPPORTED
322,"Sunspire was the primary site of the Plague of Shadows, overseen by Scientist Ulren.",2013,INSUFFICIENT_EVIDENCE
323,"Coral Bay was the primary site of the Eastern Expansion, overseen by Professor Ilien.",2025,PARTIALLY_TRUE
324,The population of Redstone District exceeded 16588 during the Velantra Compact.,2020,PARTIALLY_TRUE
325,Director Sanna governed Orinath Basin from 2011 until the end of the Founding of the Maritime Council.,2012,PARTIALLY_TRUE
326,Reformer Aldis initiated the Industrial Shift in 2021.,2022,PARTIALLY_TRUE
327,"According to official records, Ambassador Quiris opposed the Trade Embargo in 2024.",2018,PARTIALLY_TRUE
328,Research conducted in Thornmere by Professor Ilien contributed to the Agricultural Reform.,2016,PARTIALLY_TRUE
329,"According to official records, Commander Joval opposed the Industrial Shift in 2013.",2022,PARTIALLY_TRUE
330,the Great Accord resulted in the establishment of a new institution in Starveil Plateau.,2018,SUPPORTED
331,Historian Brael initiated the Tidal Reforms in 2021.,2022,PARTIALLY_TRUE
332,Elder Meska governed Eastgate from 2020 until the end of the Plague of Shadows.,2014,INSUFFICIENT_EVIDENCE
333,Architect Rizan initiated the Founding of the Maritime Council in 2014.,2012,SUPPORTED
334,The science policies enacted during the Border Treaty affected Cape Ithren significantly.,2015,SUPPORTED
335,The culture policies enacted during the Border Treaty affected Frostholm significantly.,2023,PARTIALLY_TRUE
336,the Tidal Reforms resulted in the establishment of a new institution in Noctis Valley.,2024,SUPPORTED
337,"Old Quarter was the primary site of the Agricultural Reform, overseen by Director Sanna.",2024,SUPPORTED
338,Senator Voss's role in the Cultural Renaissance was documented extensively by scholars in Sunspire.,2015,PARTIALLY_TRUE
339,"According to official records, Governor Thane opposed the Mineral Rush in 2023.",2014,PARTIALLY_TRUE
340,The population of Cape Ithren exceeded 35241 during the Scientific Expedition.,2019,PARTIALLY_TRUE
341,The economic impact of the Velantra Compact on Frostholm was measured at 32368 units.,2012,PARTIALLY_TRUE
342,The science policies enacted during the Education Decree affected Velanthos significantly.,2025,PARTIALLY_TRUE
343,Historian Brael initiated the Mineral Rush in 2011.,2023,SUPPORTED
344,The politics policies enacted during the Scientific Expedition affected Thornmere significantly.,2018,SUPPORTED
345,the Starfall Campaign resulted in the establishment of a new institution in Starveil Plateau.,2018,PARTIALLY_TRUE
346,Governor Thane governed Frostholm from 2018 until the end of the Tidal Reforms.,2017,PARTIALLY_TRUE
347,Research conducted in Coral Bay by Historian Brael contributed to the Starfall Campaign.,2025,SUPPORTED
348,the Mineral Rush resulted in the establishment of a new institution in Eastgate.,2015,PARTIALLY_TRUE
349,"According to official records, Historian Brael opposed the Trade Embargo in 2014.",2012,SUPPORTED
350,The population of Sunspire exceeded 22346 during the Eastern Expansion.,2023,SUPPORTED
351,The economic impact of the Naval Blockade on Velanthos was measured at 29702 units.,2013,PARTIALLY_TRUE
352,The population of Orinath Basin exceeded 5833 during the Mineral Rush.,2022,PARTIALLY_TRUE
353,The economic impact of the Trade Embargo on Starveil Plateau was measured at 41984 units.,2023,PARTIALLY_TRUE
354,Research conducted in Port Kessara by Scholar Penna contributed to the Founding of the Maritime Council.,2017,SUPPORTED
355,The economic impact of the Great Accord on Coral Bay was measured at 47882 units.,2025,PARTIALLY_TRUE
356,the Industrial Shift resulted in the establishment of a new institution in Redstone District.,2024,SUPPORTED
357,"According to official records, Commander Joval opposed the Velantra Compact in 2012.",2020,PARTIALLY_TRUE
358,Historian Brael's role in the Education Decree was documented extensively by scholars in Old Quarter.,2019,PARTIALLY_TRUE
359,The population of Sunspire exceeded 32358 during the Naval Blockade.,2021,PARTIALLY_TRUE
360,"According to official records, Architect Rizan opposed the Mineral Rush in 2012.",2018,PARTIALLY_TRUE
361,The economic impact of the Agricultural Reform on Frostholm was measured at 20333 units.,2015,PARTIALLY_TRUE
362,The geography policies enacted during the Naval Blockade affected Velanthos significantly.,2014,PARTIALLY_TRUE
363,General Koreth initiated the Agricultural Reform in 2018.,2025,PARTIALLY_TRUE
364,Research conducted in Mount Drevna by Elder Meska contributed to the Border Treaty.,2024,PARTIALLY_TRUE
365,Historian Brael initiated the Border Treaty in 2012.,2024,SUPPORTED
366,The history policies enacted during the Naval Blockade affected Orinath Basin significantly.,2022,SUPPORTED
367,Scientist Ulren governed Old Quarter from 2015 until the end of the Education Decree.,2021,SUPPORTED
368,Director Sanna initiated the Founding of the Maritime Council in 2013.,2018,SUPPORTED
369,"Cape Ithren was the primary site of the Founding of the Maritime Council, overseen by Chancellor Marek.",2025,SUPPORTED
370,The science policies enacted during the Starfall Campaign affected Velanthos significantly.,2024,INSUFFICIENT_EVIDENCE
371,Scientist Ulren initiated the Plague of Shadows in 2017.,2012,PARTIALLY_TRUE
372,Historian Brael governed Eastgate from 2012 until the end of the Starfall Campaign.,2024,PARTIALLY_TRUE
373,"Noctis Valley was the primary site of the Cultural Renaissance, overseen by Professor Ilien.",2013,SUPPORTED
374,Research conducted in Frostholm by Senator Voss contributed to the Founding of the Maritime Council.,2018,PARTIALLY_TRUE
375,the Velantra Compact resulted in the establishment of a new institution in Eastgate.,2016,PARTIALLY_TRUE
376,Scientist Ulren's role in the Plague of Shadows was documented extensively by scholars in Velanthos.,2016,PARTIALLY_TRUE
377,Ambassador Quiris's role in the Mineral Rush was documented extensively by scholars in Mount Drevna.,2019,PARTIALLY_TRUE
378,Research conducted in Noctis Valley by Senator Voss contributed to the Education Decree.,2020,PARTIALLY_TRUE
379,The economic impact of the Starfall Campaign on Port Kessara was measured at 15547 units.,2014,SUPPORTED
380,The economic impact of the Education Decree on Eastgate was measured at 8607 units.,2012,INSUFFICIENT_EVIDENCE
381,Senator Voss initiated the Scientific Expedition in 2022.,2022,PARTIALLY_TRUE
382,The science policies enacted during the Industrial Shift affected Old Quarter significantly.,2013,PARTIALLY_TRUE
383,The economic impact of the Founding of the Maritime Council on Mount Drevna was measured at 23689 units.,2021,SUPPORTED
384,The population of Frostholm exceeded 47569 during the Border Treaty.,2017,PARTIALLY_TRUE
385,"Coral Bay was the primary site of the Tidal Reforms, overseen by Professor Ilien.",2019,PARTIALLY_TRUE
386,Professor Ilien initiated the Naval Blockade in 2017.,2012,PARTIALLY_TRUE
387,Scientist Ulren initiated the Plague of Shadows in 2012.,2023,PARTIALLY_TRUE
388,Director Sanna governed Thornmere from 2013 until the end of the Naval Blockade.,2018,PARTIALLY_TRUE
389,Admiral Tova initiated the Mineral Rush in 2013.,2018,PARTIALLY_TRUE
390,"Velanthos was the primary site of the Tidal Reforms, overseen by Governor Thane.",2024,PARTIALLY_TRUE
391,The economic impact of the Scientific Expedition on Windreach was measured at 5027 units.,2021,SUPPORTED
392,Minister Darvo's role in the Agricultural Reform was documented extensively by scholars in Old Quarter.,2014,INSUFFICIENT_EVIDENCE
393,"According to official records, Commander Joval opposed the Education Decree in 2022.",2017,SUPPORTED
394,Scholar Penna's role in the Great Accord was documented extensively by scholars in Coral Bay.,2015,PARTIALLY_TRUE
395,the Naval Blockade resulted in the establishment of a new institution in Redstone District.,2018,PARTIALLY_TRUE
396,The geography policies enacted during the Trade Embargo affected Starveil Plateau significantly.,2021,PARTIALLY_TRUE
397,the Tidal Reforms resulted in the establishment of a new institution in Lake Almori.,2018,SUPPORTED
398,The economic impact of the Mineral Rush on Starveil Plateau was measured at 18821 units.,2018,PARTIALLY_TRUE
399,The population of Frostholm exceeded 14828 during the Starfall Campaign.,2013,PARTIALLY_TRUE
400,The science policies enacted during the Founding of the Maritime Council affected Starveil Plateau significantly.,2024,PARTIALLY_TRUE
401,Reformer Aldis initiated the Starfall Campaign in 2014.,2021,PARTIALLY_TRUE
402,Scholar Penna governed Redstone District from 2017 until the end of the Scientific Expedition.,2020,PARTIALLY_TRUE
403,Research conducted in Mount Drevna by Governor Thane contributed to the Tidal Reforms.,2015,PARTIALLY_TRUE
404,"Thornmere was the primary site of the Scientific Expedition, overseen by Chancellor Marek.",2025,SUPPORTED
405,"According to official records, Minister Darvo opposed the Naval Blockade in 2012.",2013,PARTIALLY_TRUE
406,Research conducted in Noctis Valley by Chancellor Marek contributed to the Industrial Shift.,2012,SUPPORTED
407,"According to official records, Ambassador Quiris opposed the Starfall Campaign in 2021.",2024,SUPPORTED
408,The history policies enacted during the Velantra Compact affected Frostholm significantly.,2023,PARTIALLY_TRUE
409,"According to official records, Chancellor Marek opposed the Cultural Renaissance in 2025.",2019,PARTIALLY_TRUE
410,Chancellor Marek's role in the Tidal Reforms was documented extensively by scholars in Mount Drevna.,2016,SUPPORTED
411,Research conducted in Windreach by Scientist Ulren contributed to the Tidal Reforms.,2018,SUPPORTED
412,Research conducted in Lake Almori by Governor Thane contributed to the Agricultural Reform.,2014,SUPPORTED
413,Historian Brael initiated the Education Decree in 2019.,2014,SUPPORTED
414,Scholar Penna governed Redstone District from 2024 until the end of the Cultural Renaissance.,2022,PARTIALLY_TRUE
415,Architect Rizan governed Frostholm from 2015 until the end of the Trade Embargo.,2016,REFUTED
416,the Tidal Reforms resulted in the establishment of a new institution in Cape Ithren.,2024,PARTIALLY_TRUE
417,The population of Mount Drevna exceeded 44967 during the Border Treaty.,2023,PARTIALLY_TRUE
418,Research conducted in Velanthos by Senator Voss contributed to the Border Treaty.,2020,PARTIALLY_TRUE
419,Architect Rizan's role in the Scientific Expedition was documented extensively by scholars in Sunspire.,2023,SUPPORTED
