question_id,situation,question,output
3243,"On Forest terrain, a Mage at level 2 (41 mana, 41 HP, 11 strength, 14 defense) attack the Guardian. The target is a level 8 Guardian with Shielded status on Forest (41 HP, 6 strength, 13 defense), adjacent to the attacker.  The Mage has Invisible status.",Can the Mage attack the Guardian?,"<analysis>Striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. However, a Mage below level 6 deals reduced attack damage due to inexperience (unit is level 2). Beyond that, the attacker's strength is lower than the target's defense, resulting in reduced damage. Compounding this, the magical barrier around the target deflects half the attack's force. Additionally, the Forest environment makes it harder to land attacks — accuracy suffers. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
1033,"A Ranger of level 6 is on Mountain, carrying 30 mana with 90 HP left and combat stats of 9 strength and 17 defense. The target is a level 8 Paladin with Stunned status on Plains (80 HP, 17 defense), adjacent to the caster. The attempt: cast Lightning on the Paladin. The Ranger has Frozen and Stunned status.",Can the Ranger cast Lightning on the Paladin?,"<analysis>Frozen units cannot cast spells. The condition prevents all voluntary actions. Meanwhile, while Stunned, performing any cast action is impossible. At the same time, a Ranger has no capacity for magic and cannot cast any spell. Additionally, only units of level 7 or higher can cast Lightning (unit is level 6). The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
3044,"A level 6 Mage stands on Mountain terrain with 44 mana and 82 HP (strength 15, defense 18). The target is a level 9 Mage with Burning status on Plains (91 HP, 3 strength, 12 defense), distant from the attacker. Mage attempts to attack the Mage. The Mage has Shielded status.",Can the Mage attack the Mage?,"<analysis>From the Mountain's height, even melee units can strike distant targets below. On top of that, the target is out of melee range — physical attacks cannot reach. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
5326,"Healer (level 4) occupies Forest terrain. Current stats: 38 mana, 27 HP, 5 strength, 5 defense. The Healer wants to move to Mountain. The Healer has Invisible status.",Can the Healer move to Mountain?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. On top of that, healers cannot traverse Mountain terrain due to their physical limitations. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
79,"Guardian (level 7) occupies Forest terrain. Current stats: 21 mana, 38 HP, 11 strength, 11 defense. The target is a level 7 Guardian on Plains (68 HP, 3 strength, 19 defense), adjacent to the attacker. The Guardian wants to attack the Guardian. The Guardian has Burning status.",Can the Guardian attack the Guardian?,"<analysis>When the target's defense exceeds the attacker's strength, damage output drops significantly. Furthermore, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. Meanwhile, against a target with 15+ defense, even powerful attacks are partially deflected. The action succeeds in a modified form.</analysis>
<outcome>ALLOWED</outcome>"
1047,"The Paladin is level 1, positioned on Swamp with 74 HP and 47 mana remaining (16 strength, 19 defense). The target is a level 4 Guardian with Invisible and Shielded status on Mountain (67 HP, 6 defense), adjacent to the caster. The unit tries to cast Frostbind on the Guardian.",Can the Paladin cast Frostbind on the Guardian?,"<analysis>Excess mana (35+) supercharges Frostbind, amplifying its potency significantly (current mana: 47). On top of that, frostbind cannot be cast on Swamp terrain — the waterlogged ground absorbs magical energy. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
1335,"Striker (level 1) occupies Mountain terrain. Current stats: 9 mana, 84 HP, 7 strength, 18 defense. The target is a level 1 Rogue on Forest (96 HP, 18 defense), adjacent to the caster. The Striker wants to cast Rally on the Rogue.",Can the Striker cast Rally on the Rogue?,"<analysis>Adjacent allies receive a more potent Rally buff due to the caster's direct presence. At the same time, a Striker has no capacity for magic and cannot cast any spell. Compounding this, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 9). However, casting Rally in Mountain fails because the thin air disrupts concentration. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
4378,"A level 3 Healer stands on Plains terrain with 9 mana and 21 HP (strength 11, defense 6). The target is a level 1 Paladin on Plains (36 HP, 12 defense), adjacent to the caster. Healer attempts to cast Rally on the Paladin. The Healer has Poisoned status.",Can the Healer cast Rally on the Paladin?,"<analysis>The close proximity of the target enhances Rally's effect, providing a stronger buff. Beyond that, casting Rally requires at least 35 mana. Insufficient mana blocks the spell (current mana: 9). The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
4229,"Striker (level 10) occupies Plains terrain. Current stats: 6 mana, 19 HP, 3 strength, 20 defense. The target is a level 9 Rogue on Desert (67 HP, 10 defense), adjacent to the caster. The Striker wants to cast Heal on the Rogue.",Can the Striker cast Heal on the Rogue?,"<analysis>Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 10). At the same time, spellcasting is not available to Striker units — they have no magical ability. However, the Heal spell demands 18 mana — anything less and the cast fails (current mana: 6). The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
1437,"On Forest terrain, a Ranger at level 8 (5 mana, 22 HP, 16 strength, 20 defense) cast Barrier on the Healer. The target is a level 7 Healer with Invisible and Shielded status on Forest (32 HP, 19 defense), adjacent to the caster. ",Can the Ranger cast Barrier on the Healer?,"<analysis>Spellcasting is not available to Ranger units — they have no magical ability. Beyond that, barrier costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 5). The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
926,"The Mage is level 3, positioned on Mountain with 31 HP and 11 mana remaining (12 strength, 3 defense). The target is a level 8 Guardian with Burning and Poisoned status on Plains (11 HP, 7 strength, 6 defense), adjacent to the attacker. The unit tries to attack the Guardian. The Mage has Invisible status.",Can the Mage attack the Guardian?,"<analysis>Striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. On top of that, a Mage below level 6 deals reduced attack damage due to inexperience (unit is level 3). The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
3007,"The Rogue is level 1, positioned on Forest with 99 HP and 20 mana remaining (14 strength, 15 defense). The target is a level 10 Rogue with Frozen and Invisible status on Swamp (12 HP, 15 defense), adjacent to the caster. The unit tries to cast Fireball on the Rogue.",Can the Rogue cast Fireball on the Rogue?,"<analysis>A Rogue has no capacity for magic and cannot cast any spell. Additionally, casting Fireball requires at least 28 mana. Insufficient mana blocks the spell (current mana: 20). Furthermore, fireball cannot be cast on Forest terrain — ambient moisture dampens the magic. Beyond that, casting Fireball requires the caster to be at least level 6 (unit is level 1). However, when targeting a Frozen unit, Fireball removes the Frozen effect rather than applying its usual effect. The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
2543,"The Striker is level 9, positioned on Swamp with 64 HP and 33 mana remaining (19 strength, 8 defense). The target is a level 8 Healer with Frozen status on Forest (70 HP, 8 defense), adjacent to the caster. The unit tries to cast Rally on the Healer. The Striker has Frozen status.",Can the Striker cast Rally on the Healer?,"<analysis>A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). Beyond that, the Frozen effect immobilizes the unit, blocking any attempt to cast spells. At the same time, rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. Additionally, a Striker has no capacity for magic and cannot cast any spell. Compounding this, casting Rally requires at least 35 mana. Insufficient mana blocks the spell (current mana: 33). The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
1073,"A level 4 Guardian stands on Mountain terrain with 35 mana and 85 HP (strength 4, defense 7). The target is a level 3 Guardian on Mountain (90 HP, 20 strength, 15 defense), distant from the attacker. Guardian attempts to attack the Guardian. The Guardian has Stunned status.",Can the Guardian attack the Guardian?,"<analysis>Stunned units cannot attack. The condition prevents all voluntary actions. Beyond that, elevation advantage on Mountain terrain turns all attacks into ranged attacks. Additionally, when the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, melee attacks require the attacker to be adjacent to the target. Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
889,"On Ruins terrain, a Rogue at level 2 (50 mana, 84 HP, 8 strength, 4 defense) cast Barrier on the Mage. The target is a level 10 Mage with Invisible and Stunned status on Forest (8 HP, 12 defense), distant from the caster. ",Can the Rogue cast Barrier on the Mage?,"<analysis>With mana above 45, Barrier is overcharged — dealing enhanced damage or stronger effects (current mana: 50). Beyond that, rogues lack arcane training and cannot cast spells. Furthermore, barrier cannot be cast on Ruins terrain — residual dark energy interferes with the casting. However, casting Barrier requires the caster to be at least level 3 (unit is level 2). The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
